Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/27  16:00:00,1305.94884025,110.426110013,412.90135549,0.0,243.2593065,310.10971186,431.615583608,316.258059704,84.9700494144,30.3874744898
 03/27  17:00:00,1316.05614007,111.267073266,422.682109421,0.0,243.2593065,310.10971186,433.89178204,322.641213872,84.9700494144,26.2805187544
 03/27  18:00:00,1060.95784347,102.203354281,443.3459908,0.0,166.938926447,199.110933808,433.712104714,331.279159248,84.9700494144,17.4628960519
 03/27  19:00:00,1066.10666658,102.203354281,444.02659603,0.0,166.938926447,191.61365848,453.611634715,379.499997506,56.6466996096,17.4649375991
 03/27  20:00:00,934.268606748,102.203354281,442.8267455,0.0,100.150657288,124.558693486,517.08145482,442.971599612,56.6466996096,17.463155599
 03/27  21:00:00,890.200173342,102.203354281,439.317385841,0.0,100.150657288,124.558693486,511.290939234,460.084198601,42.4850247072,8.72171592523
 03/27  22:00:00,817.416717795,102.203354281,435.290309721,0.0,46.0930336215,124.558693486,532.27633058,486.538815264,28.3233498048,17.4141655109
 03/27  23:00:00,815.541789351,102.203354281,432.284949069,0.0,46.0930336215,124.558693486,525.629628231,494.05259969,14.1616749024,17.4153536385
 03/27  24:00:00,803.845413147,102.203354281,432.620095807,0.0,46.0930336215,113.312780494,511.037207826,496.656555767,5.66466996096,8.71598209802
 03/28  01:00:00,804.000681057,102.203354281,432.810072718,0.0,46.0930336215,113.312780494,524.337386607,501.258636121,5.66466996096,17.4140805249
 03/28  02:00:00,804.034823327,102.203354281,432.863770998,0.0,46.0930336215,113.312780494,529.182831865,506.102988432,5.66466996096,17.415173472
 03/28  03:00:00,802.514685327,102.203354281,432.052935491,0.0,46.0930336215,113.312780494,527.586768423,513.206227796,5.66466996096,8.71587066544
 03/28  04:00:00,893.398980791,102.203354281,430.400858772,0.0,100.150657288,148.969399434,520.045726371,496.967111651,5.66466996096,17.4139447585
 03/28  05:00:00,891.863707011,102.40135568,428.244016691,0.0,100.150657288,149.894399434,744.686261063,713.109457722,14.1616749024,17.4151284382
 03/28  06:00:00,1117.39263166,103.406736631,424.932807465,0.0,176.471037341,302.612436532,575.592478812,538.553719109,28.3233498048,8.71540989884
 03/28  07:00:00,1225.42557471,104.705295123,424.619790975,0.0,243.2593065,310.10971186,550.50716768,481.656133027,42.4850247072,26.3660099449
 03/28  08:00:00,1273.11087629,105.843505844,427.325780999,0.0,243.2593065,310.10971186,515.716132858,423.747066842,56.6466996096,35.3223664069
 03/28  09:00:00,1286.39015044,107.027781062,403.223406712,0.0,243.2593065,302.612436532,451.060341404,381.963515874,42.4850247072,26.611800823
 03/28  10:00:00,1273.33870963,108.130688187,379.64613905,0.0,243.2593065,310.10971186,464.805370469,349.401643771,70.808374512,44.5953521857
 03/28  11:00:00,1269.08197553,109.438329017,372.07580759,0.0,243.2593065,310.10971186,445.263472076,329.759989159,70.808374512,44.6951084042
 03/28  12:00:00,1212.32558172,111.062334109,353.764169059,0.0,243.2593065,310.10971186,417.470534135,311.117346067,70.808374512,35.5448135557
 03/28  13:00:00,1239.23996829,112.682046175,345.85723647,0.0,243.2593065,302.612436532,385.285150904,292.88499166,56.6466996096,35.7534596343
 03/28  14:00:00,1240.99920229,114.250514742,346.352900237,0.0,243.2593065,302.612436532,366.063871732,278.982245805,42.4850247072,44.5966012191
 03/28  15:00:00,1260.32483994,116.132056704,364.579359091,0.0,243.2593065,302.612436532,369.676591236,277.418148575,56.6466996096,35.6117430513
 03/28  16:00:00,1264.32350145,118.376111854,358.957684678,0.0,243.2593065,310.10971186,386.884998207,266.497518388,84.9700494144,35.4174304045
 03/28  17:00:00,1251.7388193,119.684082154,343.774766861,0.0,243.2593065,310.10971186,359.538185444,257.043284331,84.9700494144,17.5248516988
 03/28  18:00:00,993.038689604,102.203354281,368.989092027,0.0,166.938926447,199.110933808,392.116094308,289.678903443,84.9700494144,17.4671414506
 03/28  19:00:00,1018.72704896,102.203354281,391.998273529,0.0,166.938926447,191.61365848,415.344839791,341.231759406,56.6466996096,17.466380775
 03/28  20:00:00,897.493948087,102.203354281,401.609234874,0.0,100.150657288,124.558693486,476.95702738,402.843668903,56.6466996096,17.4666588673
 03/28  21:00:00,882.028536804,102.203354281,427.562682155,0.0,100.150657288,124.558693486,486.231901393,426.326160374,42.4850247072,17.4207163111
 03/28  22:00:00,823.498688535,102.203354281,437.234464781,0.0,46.0930336215,124.558693486,498.027173302,452.290323315,28.3233498048,17.4135001821
 03/28  23:00:00,822.319053279,102.203354281,435.166463337,0.0,46.0930336215,124.558693486,484.259486111,461.38136864,14.1616749024,8.71644256899
 03/28  24:00:00,809.196549971,102.203354281,434.452495203,0.0,46.0930336215,113.312780494,489.839783555,466.759797749,5.66466996096,17.4153158453
 03/29  01:00:00,812.503592363,102.203354281,438.159072002,0.0,46.0930336215,113.312780494,495.973942797,472.895930521,5.66466996096,17.4133423155
 03/29  02:00:00,794.708153643,102.203354281,412.574882539,0.0,46.0930336215,113.312780494,486.847333889,472.466332861,5.66466996096,8.71633106663
 03/29  03:00:00,796.497471726,102.203354281,385.773316368,0.0,46.0930336215,113.312780494,490.896852333,467.817243007,5.66466996096,17.4149393652
 03/29  04:00:00,891.683973962,102.203354281,402.009040199,0.0,100.150657288,148.969399434,478.566570074,455.489213088,5.66466996096,17.4126870255
 03/29  05:00:00,899.616526593,102.690524824,431.052961165,0.0,100.150657288,149.894399434,637.98347909,615.105518038,14.1616749024,8.71628615018
 03/29  06:00:00,1130.88942354,104.56503704,434.960112525,0.0,176.471037341,302.612436532,525.559463023,479.82109174,28.3233498048,17.4150214776
 03/29  07:00:00,1238.29358044,107.132771862,432.423023759,0.0,243.2593065,310.10971186,509.350123736,440.500174735,42.4850247072,26.3649242941
 03/29  08:00:00,1266.34287411,108.659067986,415.91248879,0.0,243.2593065,310.10971186,480.597142066,397.451947607,56.6466996096,26.49849485
 03/29  09:00:00,1280.44051676,109.753956725,393.862107705,0.0,243.2593065,302.612436532,443.516957709,365.560705776,42.4850247072,35.4712272265
 03/29  10:00:00,1272.71352533,110.927376846,375.198458046,0.0,243.2593065,310.10971186,454.434350848,339.019830686,70.808374512,44.6061456507
 03/29  11:00:00,1269.98015135,111.912542938,368.806552175,0.0,243.2593065,310.10971186,429.447794385,322.891716958,70.808374512,35.7477029147
 03/29  12:00:00,1223.99654454,112.935214418,363.005095746,0.0,243.2593065,310.10971186,422.306000826,315.930483671,70.808374512,35.5671426429
 03/29  13:00:00,1260.43171784,113.591564031,365.630026938,0.0,243.2593065,302.612436532,421.179859491,319.846575797,56.6466996096,44.6865840852
 03/29  14:00:00,1277.85366811,114.456426693,383.853815364,0.0,243.2593065,302.612436532,410.25691286,323.168757578,42.4850247072,44.6031305749
 03/29  15:00:00,1289.83596864,115.292463462,396.246325971,0.0,243.2593065,302.612436532,423.318398734,331.070516836,56.6466996096,35.6011822886
 03/29  16:00:00,1324.98377325,116.3171117,425.923616578,0.0,243.2593065,310.10971186,458.375855924,337.997314288,84.9700494144,35.4084922218
 03/29  17:00:00,1327.37009184,118.041400797,427.139808353,0.0,243.2593065,310.10971186,429.928718077,327.429783071,84.9700494144,17.528885591
 03/29  18:00:00,1059.2837601,102.203354281,441.177214781,0.0,166.938926447,199.110933808,460.303105488,357.869822628,84.9700494144,17.4632334457
 03/29  19:00:00,1065.49952467,102.203354281,443.936640559,0.0,166.938926447,191.61365848,463.786059725,389.677418718,56.6466996096,17.4619413972
 03/29  20:00:00,930.571585505,102.203354281,439.893893668,0.0,100.150657288,124.558693486,514.960765426,440.850087582,56.6466996096,17.4639782344
 03/29  21:00:00,888.203418401,102.203354281,437.49876879,0.0,100.150657288,124.558693486,513.136560258,453.232222096,42.4850247072,17.4193134542
 03/29  22:00:00,819.337154847,102.203354281,436.377173536,0.0,46.0930336215,124.558693486,510.616002024,473.576083167,28.3233498048,8.71656905171
 03/29  23:00:00,819.98898441,102.203354281,436.123260439,0.0,46.0930336215,124.558693486,512.16208044,480.584935195,14.1616749024,17.4154703423
 03/29  24:00:00,806.445853674,102.203354281,435.103172794,0.0,46.0930336215,113.312780494,509.990465215,486.910513276,5.66466996096,17.4152819774
 03/30  01:00:00,804.818771622,102.203354281,433.5787867,0.0,46.0930336215,113.312780494,506.24529573,491.864151562,5.66466996096,8.71647420712
 03/30  02:00:00,805.532008468,102.203354281,433.687620788,0.0,46.0930336215,113.312780494,517.091696667,494.011839273,5.66466996096,17.4151874333
 03/30  03:00:00,806.921517349,102.203354281,434.7362519,0.0,46.0930336215,113.312780494,519.218220759,496.14018024,5.66466996096,17.4133705578
 03/30  04:00:00,897.645110465,102.203354281,435.101328914,0.0,100.150657288,148.969399434,494.09472843,479.713699576,5.66466996096,8.71635889343
 03/30  05:00:00,898.302606179,102.778931887,434.603251581,0.0,100.150657288,149.894399434,674.473153264,642.897666042,14.1616749024,17.4138123201
 03/30  06:00:00,1127.877737,104.942055155,433.420779491,0.0,176.471037341,302.612436532,546.449528876,500.710834545,28.3233498048,17.4153445264
 03/30  07:00:00,1239.21285898,107.455500703,433.640990914,0.0,243.2593065,310.10971186,532.545864092,463.697959363,42.4850247072,26.3628800223
 03/30  08:00:00,1282.82994482,108.455077101,434.725491579,0.0,243.2593065,310.10971186,530.952199921,447.802715105,56.6466996096,26.5027852064
 03/30  09:00:00,1318.33260687,109.310443704,436.031026104,0.0,243.2593065,302.612436532,507.024300665,429.077753937,42.4850247072,35.4615220213
 03/30  10:00:00,1329.66115959,110.112354664,438.169204067,0.0,243.2593065,310.10971186,514.463630999,407.976759962,70.808374512,35.6784965247
 03/30  11:00:00,1335.22263444,110.731092433,441.693866616,0.0,243.2593065,310.10971186,515.632648733,400.13496961,70.808374512,44.6893046108
 03/30  12:00:00,1294.12117358,111.367905505,441.968051493,0.0,243.2593065,310.10971186,499.419824201,393.056076879,70.808374512,35.5553728103
 03/30  13:00:00,1327.84107603,112.021864218,441.703453635,0.0,243.2593065,302.612436532,488.220226325,386.886496707,56.6466996096,44.6870300092
 03/30  14:00:00,1327.98032086,112.652485697,441.180966471,0.0,243.2593065,302.612436532,462.418596799,384.253429527,42.4850247072,35.6801425643
 03/30  15:00:00,1327.10912685,113.02298006,440.093355353,0.0,243.2593065,302.612436532,495.517666227,394.362434096,56.6466996096,44.5085325211
 03/30  16:00:00,1330.43862281,113.536689608,436.891652024,0.0,243.2593065,310.10971186,507.760577808,396.223266084,84.9700494144,26.5672623097
 03/30  17:00:00,1329.4819845,114.05694323,435.723548158,0.0,243.2593065,310.10971186,506.800793029,395.553300732,84.9700494144,26.2774428823
 03/30  18:00:00,1050.71819744,102.203354281,434.609151826,0.0,166.938926447,199.110933808,487.782486921,385.348448561,84.9700494144,17.4639889456
 03/30  19:00:00,1053.81724599,102.203354281,432.984674066,0.0,166.938926447,191.61365848,485.409327557,411.298555676,56.6466996096,17.464072271
 03/30  20:00:00,921.895805394,102.203354281,431.713271639,0.0,100.150657288,124.558693486,539.589385242,465.478504619,56.6466996096,17.4641810133
 03/30  21:00:00,880.445508609,102.203354281,430.116596699,0.0,100.150657288,124.558693486,529.339112947,478.13485781,42.4850247072,8.71923042977
 03/30  22:00:00,812.308904689,102.203354281,429.559483831,0.0,46.0930336215,124.558693486,544.02758251,498.289009651,28.3233498048,17.4152230547
 03/30  23:00:00,813.072989797,102.203354281,429.396056348,0.0,46.0930336215,124.558693486,535.631498331,504.056411459,14.1616749024,17.4134119701
 03/30  24:00:00,800.575905325,102.203354281,429.348071187,0.0,46.0930336215,113.312780494,522.021240552,507.640180081,5.66466996096,8.71639051011
 03/31  01:00:00,797.985993994,102.203354281,427.86798344,0.0,46.0930336215,113.312780494,541.105539328,518.02591295,5.66466996096,17.4149564163
 03/31  02:00:00,794.602857528,102.203354281,424.81494798,0.0,46.0930336215,113.312780494,546.389682215,523.311943702,5.66466996096,17.4130685519
 03/31  03:00:00,794.500342023,102.203354281,424.573247338,0.0,46.0930336215,113.312780494,538.519016905,524.138150607,5.66466996096,8.7161963374
 03/31  04:00:00,887.877622322,102.203354281,425.108825517,0.0,100.150657288,148.969399434,531.055053489,507.975733527,5.66466996096,17.4146500007
 03/31  05:00:00,887.849693403,102.813506591,423.885533211,0.0,100.150657288,149.894399434,734.369498622,702.792222966,14.1616749024,17.4156007535
 03/31  06:00:00,1116.40499147,104.777963293,422.575841283,0.0,176.471037341,302.612436532,575.874055919,538.834599302,28.3233498048,8.71610681231
 03/31  07:00:00,1225.02244093,107.504527394,421.596483071,0.0,243.2593065,310.10971186,551.054212025,482.207997164,42.4850247072,26.3611901539
 03/31  08:00:00,1270.86444871,108.86514742,424.204299205,0.0,243.2593065,310.10971186,523.760889601,431.792573095,56.6466996096,35.3216168964
 03/31  09:00:00,1310.10977803,109.870107762,427.764598285,0.0,243.2593065,302.612436532,465.225849347,396.140153096,42.4850247072,26.6006715442
 03/31  10:00:00,1323.06243778,110.724372797,431.430164791,0.0,243.2593065,310.10971186,485.362432976,369.964027083,70.808374512,44.5900313804
 03/31  11:00:00,1329.23799705,111.331144889,435.537436368,0.0,243.2593065,310.10971186,475.142233447,359.641547049,70.808374512,44.6923118862
 03/31  12:00:00,1288.46256021,112.373314145,435.580534953,0.0,243.2593065,310.10971186,462.248387308,355.897427323,70.808374512,35.5425854735
 03/31  13:00:00,1322.97159357,113.587490517,435.501947783,0.0,243.2593065,302.612436532,443.956793944,351.559345774,56.6466996096,35.7507485602
 03/31  14:00:00,1324.04270431,114.650868229,435.481182127,0.0,243.2593065,302.612436532,422.171091621,335.093332299,42.4850247072,44.5927346148
 03/31  15:00:00,1324.77473718,116.228647234,434.654373126,0.0,243.2593065,302.612436532,411.396387852,319.141089042,56.6466996096,35.6085992005
 03/31  16:00:00,1330.29014262,117.930932869,432.345336229,0.0,243.2593065,310.10971186,432.136528295,311.751958084,84.9700494144,35.4145207969
 03/31  17:00:00,1328.87517228,118.644244447,430.537315968,0.0,243.2593065,310.10971186,421.737008319,319.243160711,84.9700494144,17.5237981936
 03/31  18:00:00,1045.00955978,102.203354281,429.096125512,0.0,166.938926447,199.110933808,449.588944578,347.152265547,84.9700494144,17.4666296172
 03/31  19:00:00,1047.62739982,102.203354281,427.230860865,0.0,166.938926447,191.61365848,464.884925461,390.772887911,56.6466996096,17.4653379402
 03/31  20:00:00,919.153107821,102.203354281,425.079524529,0.0,100.150657288,124.558693486,522.985513066,448.87325456,56.6466996096,17.4655588964
 03/31  21:00:00,875.459736365,102.203354281,422.63110986,0.0,100.150657288,124.558693486,522.787520349,462.882834258,42.4850247072,17.4196613835
 03/31  22:00:00,810.009224088,102.203354281,421.873262683,0.0,46.0930336215,124.558693486,532.037469955,486.298831107,28.3233498048,17.4152890432
 03/31  23:00:00,808.988099167,102.203354281,419.525549721,0.0,46.0930336215,124.558693486,518.73676416,495.859210847,14.1616749024,8.7158784107
 03/31  24:00:00,796.058613157,102.203354281,416.88995873,0.0,46.0930336215,113.312780494,526.208271518,503.129506255,5.66466996096,17.4140953015
 04/01  01:00:00,814.76825164,102.203354281,410.857126942,0.0,46.0930336215,113.312780494,531.815203063,508.735600254,5.66466996096,17.4149328485
 04/01  02:00:00,823.809059517,102.203354281,401.967147765,0.0,46.0930336215,113.312780494,530.265936542,515.885578603,5.66466996096,8.71568797851
 04/01  03:00:00,823.121588698,102.203354281,395.445294494,0.0,46.0930336215,113.312780494,547.127861555,524.049656589,5.66466996096,17.4135350047
 04/01  04:00:00,816.55799182,102.203354281,391.867100011,0.0,55.6251445156,113.312780494,550.180204662,527.100929383,5.66466996096,17.4146053178
 04/01  05:00:00,807.913848577,102.203354281,390.899917369,0.0,55.6251445156,113.312780494,548.761988231,525.884757172,14.1616749024,8.71555615575
 04/01  06:00:00,872.706407423,102.203354281,388.984821365,0.0,65.1572554096,176.889270242,513.522388272,467.785778008,28.3233498048,17.4132604592
 04/01  07:00:00,978.573255984,102.580611412,390.792571941,0.0,109.682768182,220.96816451,701.012540656,641.113163422,42.4850247072,17.4143525272
 04/01  08:00:00,998.55451733,102.611119596,398.084867179,0.0,109.682768182,220.96816451,598.470209392,524.318119013,56.6466996096,17.5053907693
 04/01  09:00:00,1118.05542458,103.783244761,404.143556589,0.0,131.945524568,266.955817592,543.349338739,474.489669728,42.4850247072,26.3746443039
 04/01  10:00:00,1129.34598949,103.902194342,408.254592671,0.0,131.945524568,274.45309292,540.540060967,443.235267469,70.808374512,26.4964189863
 04/01  11:00:00,1129.35483517,103.951311888,413.369323296,0.0,131.945524568,274.45309292,529.160100703,423.037713588,70.808374512,35.3140126027
 04/01  12:00:00,1098.17722744,104.096479056,417.136183101,0.0,131.945524568,274.45309292,509.455023568,412.156885871,70.808374512,26.4897631857
 04/01  13:00:00,1083.14117823,104.251757575,421.053950962,0.0,131.945524568,266.955817592,487.548078304,404.415406267,56.6466996096,26.4859724275
 04/01  14:00:00,1084.73037512,104.319786621,423.964867432,0.0,131.945524568,266.955817592,462.265206608,384.474619803,42.4850247072,35.3055620976
 04/01  15:00:00,1014.01252247,102.203354281,424.086297509,0.0,109.682768182,212.545889182,381.545861918,298.409634408,56.6466996096,26.4895279006
 04/01  16:00:00,1032.70971544,102.203354281,422.797048219,0.0,109.682768182,220.04316451,407.210697088,295.755353911,84.9700494144,26.4852937627
 04/01  17:00:00,977.722751465,102.203354281,420.408331932,0.0,109.682768182,220.04316451,417.356886769,306.032961393,84.9700494144,26.3538759617
 04/01  18:00:00,933.156742746,102.203354281,420.417423274,0.0,100.150657288,199.110933808,463.870768101,361.486871693,84.9700494144,17.4138469935
 04/01  19:00:00,934.473142834,102.203354281,418.929505304,0.0,100.150657288,191.61365848,475.801077269,410.436283886,56.6466996096,8.71809377384
 04/01  20:00:00,824.918985019,102.203354281,416.444569189,0.0,55.6251445156,124.558693486,544.384960431,470.326718487,56.6466996096,17.4115423349
 04/01  21:00:00,823.937223231,102.203354281,415.990245755,0.0,55.6251445156,124.558693486,542.037359814,482.138797058,42.4850247072,17.4135380485
 04/01  22:00:00,813.653508245,102.203354281,413.809712023,0.0,46.0930336215,124.558693486,540.981972895,503.940695876,28.3233498048,8.71792721391
 04/01  23:00:00,817.454995447,102.203354281,410.002839475,0.0,46.0930336215,124.558693486,545.42026552,513.846330034,14.1616749024,17.4122605842
 04/01  24:00:00,804.664498082,102.203354281,405.906187157,0.0,46.0930336215,113.312780494,541.412953007,518.334986691,5.66466996096,17.4132963548
 04/02  01:00:00,786.91507673,102.203354281,405.891386985,0.0,34.9616554283,113.312780494,536.315126338,521.932737281,5.66466996096,8.7177190953
 04/02  02:00:00,780.972835255,102.203354281,409.328125747,0.0,34.9616554283,113.312780494,548.980745844,525.904212063,5.66466996096,17.4118638207
 04/02  03:00:00,781.029883098,102.203354281,411.853830398,0.0,34.9616554283,113.312780494,554.62896773,531.551515151,5.66466996096,17.4127826183
 04/02  04:00:00,791.586797898,102.203354281,411.808893596,0.0,44.4937663224,113.312780494,542.220167402,527.837983238,5.66466996096,8.71751420318
 04/02  05:00:00,794.965001025,102.203354281,409.748193617,0.0,44.4937663224,113.312780494,564.869844391,533.2937931,14.1616749024,17.4143763883
 04/02  06:00:00,866.248934096,102.203354281,407.500154648,0.0,54.0258772165,176.889270242,520.179876273,474.444057067,28.3233498048,17.412469401
 04/02  07:00:00,864.059080456,102.203354281,406.128535692,0.0,54.0258772165,184.38654557,501.704344901,450.501978857,42.4850247072,8.71734133599
 04/02  08:00:00,941.697125962,102.203354281,410.084696372,0.0,65.1572554096,220.04316451,478.491741424,404.353240206,56.6466996096,17.4918016086
 04/02  09:00:00,941.300990053,102.203354281,418.486601673,0.0,65.1572554096,212.545889182,440.822953247,371.989605011,42.4850247072,26.3483235294
 04/02  10:00:00,955.60492487,102.203354281,424.037584598,0.0,65.1572554096,220.04316451,448.501299522,351.232171251,70.808374512,26.4607537594
 04/02  11:00:00,979.179156761,102.203354281,421.401554098,0.0,65.1572554096,220.04316451,446.092126513,340.00554877,70.808374512,35.2782032307
 04/02  12:00:00,970.10941756,102.203354281,415.510512988,0.0,65.1572554096,220.04316451,436.734370896,339.459416743,70.808374512,26.466579641
 04/02  13:00:00,952.864462659,102.203354281,409.711202171,0.0,65.1572554096,212.545889182,419.112171306,335.999149195,56.6466996096,26.4663225018
 04/02  14:00:00,954.989659317,102.203354281,397.092908157,0.0,65.1572554096,212.545889182,385.336216574,316.390180169,42.4850247072,26.4610116973
 04/02  15:00:00,952.645421217,102.203354281,392.73641855,0.0,65.1572554096,212.545889182,391.790632914,299.866945381,56.6466996096,35.2769879232
 04/02  16:00:00,931.238583444,102.203354281,401.554405763,0.0,65.1572554096,220.04316451,405.910211451,294.474346178,84.9700494144,26.4658158592
 04/02  17:00:00,896.576539423,102.203354281,413.551276466,0.0,54.0258772165,184.38654557,421.56789494,313.067550295,84.9700494144,23.5302952306
 04/02  18:00:00,844.400306611,102.203354281,426.951516589,0.0,44.4937663224,163.454314868,471.720813657,375.244881096,84.9700494144,11.5058831472
 04/02  19:00:00,839.297856164,102.203354281,429.772249276,0.0,44.4937663224,155.95703954,499.425012257,425.363342465,56.6466996096,17.4149701828
 04/02  20:00:00,809.791855729,102.203354281,428.917191694,0.0,44.4937663224,124.558693486,546.7885066,481.425473204,56.6466996096,8.71633378633
 04/02  21:00:00,807.630780089,102.203354281,427.458627575,0.0,44.4937663224,124.558693486,552.602588496,492.702634368,42.4850247072,17.41492942
 04/02  22:00:00,797.119856829,102.203354281,426.944528687,0.0,34.9616554283,124.558693486,556.576961018,510.84055786,28.3233498048,17.413053353
 04/02  23:00:00,798.128224792,102.203354281,426.791497243,0.0,34.9616554283,124.558693486,541.441829423,518.563978471,14.1616749024,8.7161760498
 04/02  24:00:00,785.626095766,102.203354281,426.745835591,0.0,34.9616554283,113.312780494,548.595505881,525.516125751,5.66466996096,17.4147101688
 04/03  01:00:00,796.764248759,102.203354281,426.730434293,0.0,46.0930336215,113.312780494,553.179058364,530.101767504,5.66466996096,17.4126208988
 04/03  02:00:00,796.877636815,102.203354281,425.858627953,0.0,46.0930336215,113.312780494,550.899217949,536.518621248,5.66466996096,8.71592673965
 04/03  03:00:00,796.504377417,102.203354281,423.307894786,0.0,46.0930336215,113.312780494,569.114969158,546.036255689,5.66466996096,17.4140435071
 04/03  04:00:00,882.574899777,102.203354281,420.996697435,0.0,100.150657288,148.969399434,547.736252859,524.660066608,5.66466996096,17.4115162909
 04/03  05:00:00,886.610839337,102.203354281,419.468627497,0.0,100.150657288,149.894399434,918.371878389,895.494456202,14.1616749024,8.71574728544
 04/03  06:00:00,1108.25320367,102.511918239,419.328996648,0.0,176.471037341,302.612436532,652.109744718,606.372614192,28.3233498048,17.4137807213
 04/03  07:00:00,1221.93581466,102.864425328,422.715044962,0.0,243.2593065,310.10971186,622.163865366,553.316987515,42.4850247072,26.3618531431
 04/03  08:00:00,1266.47495677,103.016308118,423.81678964,0.0,243.2593065,310.10971186,609.328448988,526.187130285,56.6466996096,26.4946190929
 04/03  09:00:00,1317.74915489,103.339959579,419.417757805,0.0,243.2593065,302.612436532,579.737820753,501.787844302,42.4850247072,35.4649517438
 04/03  10:00:00,1338.5285281,103.77325543,414.462441929,0.0,243.2593065,310.10971186,567.672635572,452.264817,70.808374512,44.5994440601
 04/03  11:00:00,1342.01810448,104.058333482,413.029385042,0.0,243.2593065,310.10971186,530.876612125,424.329183004,70.808374512,35.7390546087
 04/03  12:00:00,1294.25461408,104.409908438,413.253356598,0.0,243.2593065,310.10971186,522.816630223,416.449671343,70.808374512,35.5585843675
 04/03  13:00:00,1325.51305733,105.091408919,414.462011441,0.0,243.2593065,302.612436532,508.582606558,407.260153825,56.6466996096,44.6757531229
 04/03  14:00:00,1326.16471355,105.797223258,413.987328042,0.0,243.2593065,302.612436532,477.572070889,390.487478882,42.4850247072,44.5995673001
 04/03  15:00:00,1329.47885262,106.543649026,411.723656597,0.0,243.2593065,302.612436532,468.754303379,376.516161327,56.6466996096,35.591442442
 04/03  16:00:00,1333.77047522,107.375156898,410.499284279,0.0,243.2593065,310.10971186,482.485425244,370.956633239,84.9700494144,26.5587425906
 04/03  17:00:00,1331.46703215,108.015330962,410.016518926,0.0,243.2593065,310.10971186,495.990653106,384.741548811,84.9700494144,26.279054881
 04/03  18:00:00,1054.24584477,102.203354281,409.196189494,0.0,166.938926447,199.110933808,496.207516219,393.772214637,84.9700494144,17.4652521681
 04/03  19:00:00,1049.45642388,102.203354281,410.843790157,0.0,166.938926447,191.61365848,500.42656709,426.314670301,56.6466996096,17.4651971788
 04/03  20:00:00,923.354359589,102.203354281,412.020287774,0.0,100.150657288,124.558693486,554.976694953,480.864793287,56.6466996096,17.4652020564
 04/03  21:00:00,881.470236237,102.203354281,411.968351987,0.0,100.150657288,124.558693486,550.121978647,490.218523872,42.4850247072,17.4184300682
 04/03  22:00:00,813.442642049,102.203354281,413.12201684,0.0,46.0930336215,124.558693486,547.652945247,510.61206934,28.3233498048,8.71752610136
 04/03  23:00:00,821.12341043,102.203354281,412.859217679,0.0,46.0930336215,124.558693486,549.747013514,518.170971603,14.1616749024,17.4143670085
 04/03  24:00:00,816.059293406,102.203354281,410.011182731,0.0,46.0930336215,113.312780494,548.000132584,524.923023597,5.66466996096,17.4124390258
 04/04  01:00:00,816.100536479,102.203354281,406.361036234,0.0,46.0930336215,113.312780494,544.631780801,530.249861902,5.66466996096,8.71724893898
 04/04  02:00:00,815.081052722,102.203354281,404.772877089,0.0,46.0930336215,113.312780494,558.227405047,535.148957644,5.66466996096,17.4137774418
 04/04  03:00:00,814.135695292,102.203354281,404.11857389,0.0,46.0930336215,113.312780494,563.346330637,540.269830489,5.66466996096,17.4118301863
 04/04  04:00:00,910.394552454,102.203354281,403.417185064,0.0,100.150657288,148.969399434,535.877647506,521.495992297,5.66466996096,8.71698524806
 04/04  05:00:00,924.479993838,102.416567011,400.605553532,0.0,100.150657288,149.894399434,809.587181281,778.009845487,14.1616749024,17.4156608913
 04/04  06:00:00,1140.23440063,103.336627831,398.528229456,0.0,176.471037341,302.612436532,612.050865159,572.005694308,28.3233498048,11.7218210462
 04/04  07:00:00,1250.91737737,104.645714976,399.377454124,0.0,243.2593065,310.10971186,577.302445705,511.493504283,42.4850247072,23.3239167147
 04/04  08:00:00,1301.54299601,105.630055358,399.079506907,0.0,243.2593065,310.10971186,558.222873756,466.255953218,56.6466996096,35.3202209277
 04/04  09:00:00,1340.34930197,106.477851922,400.223930803,0.0,243.2593065,302.612436532,503.863383966,434.786344484,42.4850247072,26.5920147748
 04/04  10:00:00,1360.096349,107.434069366,401.09312616,0.0,243.2593065,310.10971186,520.400850975,405.006638205,70.808374512,44.5858382579
 04/04  11:00:00,1353.42452282,108.328870508,402.208617965,0.0,243.2593065,310.10971186,502.962731637,387.470704094,70.808374512,44.6836530314
 04/04  12:00:00,1296.88806252,109.008940873,408.417428218,0.0,243.2593065,310.10971186,489.144571947,382.79739468,70.808374512,35.5388027557
 04/04  13:00:00,1322.8987152,110.003006748,413.524862892,0.0,243.2593065,302.612436532,466.984475463,374.591831857,56.6466996096,35.7459439967
 04/04  14:00:00,1331.17192153,111.270519744,416.536267997,0.0,243.2593065,302.612436532,439.373953408,352.30235194,42.4850247072,44.5865767609
 04/04  15:00:00,1343.14432004,112.330186287,417.148634798,0.0,243.2593065,302.612436532,426.262360595,334.01234937,56.6466996096,35.6033116157
