Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 10/13  13:00:00,1235.36884107,117.726795812,337.525914233,0.0,243.2593065,302.612436532,364.910676199,272.603760513,56.6466996096,35.6602160763
 10/13  14:00:00,1237.49441331,119.855271562,337.432161626,0.0,243.2593065,302.612436532,347.144463409,260.1824741,42.4850247072,44.4769646014
 10/13  15:00:00,1243.66812415,122.28793934,340.869396858,0.0,243.2593065,302.612436532,347.246327188,255.089490997,56.6466996096,35.510136581
 10/13  16:00:00,1263.6430821,122.733145527,353.664271225,0.0,243.2593065,310.10971186,384.902659851,273.418412538,84.9700494144,26.5141978993
 10/13  17:00:00,1281.02062004,120.850205391,374.264726801,0.0,243.2593065,310.10971186,420.418464678,317.94570244,84.9700494144,17.5027128236
 10/13  18:00:00,1038.96565404,102.203354281,410.561702664,0.0,166.938926447,199.110933808,453.402967216,350.985441294,84.9700494144,17.4474765084
 10/13  19:00:00,1040.18890677,102.203354281,411.755223247,0.0,166.938926447,191.61365848,443.537718046,369.446113915,56.6466996096,17.4449045217
 10/13  20:00:00,916.063193443,102.203354281,422.38737297,0.0,100.150657288,124.558693486,492.154050232,418.06227691,56.6466996096,17.4450737123
 10/13  21:00:00,877.599281398,102.203354281,423.539151683,0.0,100.150657288,124.558693486,488.26251989,428.373147464,42.4850247072,17.4043477191
 10/13  22:00:00,812.06711064,102.203354281,425.214182975,0.0,46.0930336215,124.558693486,487.577174983,450.543863826,28.3233498048,8.70996135248
 10/13  23:00:00,823.374829774,102.203354281,436.553569304,0.0,46.0930336215,124.558693486,494.680074079,463.120398526,14.1616749024,17.3980006506
 10/13  24:00:00,817.392332882,102.203354281,443.926388759,0.0,46.0930336215,113.312780494,486.927746739,472.554985935,5.66466996096,8.70809084285
 10/14  01:00:00,814.165921908,102.203354281,441.350353205,0.0,46.0930336215,113.312780494,502.518469122,479.454086118,5.66466996096,17.3997130431
 10/14  02:00:00,811.910669454,102.203354281,439.723295122,0.0,46.0930336215,113.312780494,500.842497661,486.468902946,5.66466996096,8.70892475376
 10/14  03:00:00,809.240887704,102.203354281,437.736170596,0.0,46.0930336215,113.312780494,516.189693021,493.126302659,5.66466996096,17.3987204008
 10/14  04:00:00,816.435103095,102.203354281,435.598597273,0.0,55.6251445156,113.312780494,511.154732857,488.092052426,5.66466996096,17.3980104704
 10/14  05:00:00,814.018384502,102.203354281,433.611256391,0.0,55.6251445156,113.312780494,514.468425721,491.597375587,14.1616749024,8.70937523173
 10/14  06:00:00,890.131381918,102.203354281,435.4233207,0.0,65.1572554096,176.889270242,472.699088999,426.976116431,28.3233498048,17.3996227632
 10/14  07:00:00,1005.6366276,102.547949741,438.043525005,0.0,109.682768182,220.96816451,619.112470726,567.91721745,42.4850247072,8.71022856887
 10/14  08:00:00,980.985256063,102.731491406,403.870499891,0.0,109.682768182,220.96816451,531.124845463,456.994883025,56.6466996096,17.483262828
 10/14  09:00:00,1060.05897928,104.229682885,371.016424487,0.0,131.945524568,266.955817592,453.713764324,384.8945495,42.4850247072,26.3341901168
 10/14  10:00:00,1046.10664413,104.789390831,348.302105711,0.0,131.945524568,274.45309292,428.962155383,331.708569535,70.808374512,26.4452113359
 10/14  11:00:00,1028.0389512,105.157898314,331.479090291,0.0,131.945524568,274.45309292,393.51058522,296.259151191,70.808374512,26.443059517
 10/14  12:00:00,995.942975767,105.398582353,331.363798157,0.0,131.945524568,274.45309292,383.462127426,286.213455693,70.808374512,26.4402972207
 10/14  13:00:00,987.597151047,105.804603684,330.522082021,0.0,131.945524568,266.955817592,382.056358958,290.161309004,56.6466996096,35.2483503444
 10/14  14:00:00,1004.15575477,106.162413094,345.006082708,0.0,131.945524568,266.955817592,364.472751253,295.547100784,42.4850247072,26.4406257613
 10/14  15:00:00,941.338700572,102.203354281,361.40356388,0.0,109.682768182,212.545889182,308.917101682,225.828536339,56.6466996096,26.4418657338
 10/14  16:00:00,971.565871278,102.203354281,386.577032844,0.0,109.682768182,220.04316451,350.149599424,238.738559941,84.9700494144,26.4409900685
 10/14  17:00:00,944.596005366,102.203354281,404.007230235,0.0,109.682768182,220.04316451,382.625612992,271.34149223,84.9700494144,26.3140713476
 10/14  18:00:00,927.243736574,102.203354281,419.18186204,0.0,100.150657288,199.110933808,445.889984073,352.209990873,84.9700494144,8.70994378495
 10/14  19:00:00,934.929829847,102.203354281,426.573663537,0.0,100.150657288,191.61365848,459.97135942,385.927014402,56.6466996096,17.3976454082
 10/14  20:00:00,821.801194804,102.203354281,425.11826037,0.0,55.6251445156,124.558693486,501.822312665,436.464989477,56.6466996096,8.71062357794
 10/14  21:00:00,828.372445346,102.203354281,432.575044343,0.0,55.6251445156,124.558693486,507.955115346,448.070824598,42.4850247072,17.3992660411
 10/14  22:00:00,822.172366048,102.203354281,436.727943771,0.0,46.0930336215,124.558693486,504.523305598,467.491267033,28.3233498048,8.70868876015
 10/14  23:00:00,827.974439688,102.203354281,442.10516033,0.0,46.0930336215,124.558693486,508.512122687,476.952243015,14.1616749024,17.3982047699
 10/14  24:00:00,812.215033154,102.203354281,439.648873765,0.0,46.0930336215,113.312780494,500.729960086,486.355803608,5.66466996096,8.70948651723
 10/15  01:00:00,797.970623858,102.203354281,437.260539173,0.0,34.9616554283,113.312780494,517.510329416,494.44571604,5.66466996096,17.3999434148
 10/15  02:00:00,795.919342389,102.203354281,435.764766171,0.0,34.9616554283,113.312780494,524.497398417,501.433412135,5.66466996096,17.3993163217
 10/15  03:00:00,793.512239119,102.203354281,434.022220837,0.0,34.9616554283,113.312780494,523.544788123,509.170043895,5.66466996096,8.71007426652
 10/15  04:00:00,801.113647631,102.203354281,432.07273968,0.0,44.4937663224,113.312780494,528.039798258,504.976850811,5.66466996096,17.3982774854
 10/15  05:00:00,799.401550716,102.203354281,430.516148377,0.0,44.4937663224,113.312780494,531.407601169,508.537589973,14.1616749024,8.70833629372
 10/15  06:00:00,872.09361532,102.203354281,430.108628109,0.0,54.0258772165,176.889270242,496.797555782,451.074273828,28.3233498048,17.3999321493
 10/15  07:00:00,870.456155666,102.203354281,432.050607729,0.0,54.0258772165,184.38654557,485.521253216,434.327211858,42.4850247072,8.709016651
 10/15  08:00:00,946.535982624,102.203354281,429.418707559,0.0,65.1572554096,220.04316451,448.63867505,374.517433656,56.6466996096,17.4745417846
 10/15  09:00:00,916.024586864,102.203354281,403.888898099,0.0,65.1572554096,212.545889182,400.863760279,332.067484579,42.4850247072,26.3112509929
 10/15  10:00:00,901.734984623,102.203354281,379.917115949,0.0,65.1572554096,220.04316451,398.14327306,300.91684849,70.808374512,26.4180500582
 10/15  11:00:00,890.815869441,102.203354281,366.195794795,0.0,65.1572554096,220.04316451,382.950345123,285.722948751,70.808374512,26.4190218607
 10/15  12:00:00,890.747571598,102.203354281,366.655827525,0.0,65.1572554096,220.04316451,378.904701187,281.676301223,70.808374512,26.4200254525
 10/15  13:00:00,877.174939277,102.203354281,360.181762013,0.0,65.1572554096,212.545889182,353.292086605,270.22435875,56.6466996096,26.4210282458
 10/15  14:00:00,874.414788062,102.203354281,357.38582546,0.0,65.1572554096,212.545889182,319.580819708,250.673766907,42.4850247072,26.4220280942
 10/15  15:00:00,877.684005775,102.203354281,360.553409251,0.0,65.1572554096,212.545889182,328.345173597,245.280915143,56.6466996096,26.417558844
 10/15  16:00:00,870.581588027,102.203354281,380.11180921,0.0,65.1572554096,220.04316451,369.238102392,257.849583416,84.9700494144,26.418469561
 10/15  17:00:00,833.937437803,102.203354281,391.48694042,0.0,54.0258772165,184.38654557,405.320988754,294.042379321,84.9700494144,26.3085600185
 10/15  18:00:00,829.907706671,102.203354281,407.822258644,0.0,44.4937663224,163.454314868,470.022699195,376.341719372,84.9700494144,8.71093040901
 10/15  19:00:00,835.893985436,102.203354281,418.087063176,0.0,44.4937663224,155.95703954,482.865978323,408.819644333,56.6466996096,17.3996343811
 10/15  20:00:00,808.096516908,102.203354281,422.472584163,0.0,44.4937663224,124.558693486,526.770727791,452.725087897,56.6466996096,17.3989402841
 10/15  21:00:00,809.951844549,102.203354281,425.015619524,0.0,44.4937663224,124.558693486,514.420541515,463.225647077,42.4850247072,8.70986973043
 10/15  22:00:00,806.724235099,102.203354281,432.354142695,0.0,34.9616554283,124.558693486,529.96762326,484.246385068,28.3233498048,17.3978883875
 10/15  23:00:00,815.122416913,102.203354281,440.517841509,0.0,34.9616554283,124.558693486,518.834180075,495.961759342,14.1616749024,8.71074583059
 10/15  24:00:00,799.193575457,102.203354281,437.603192044,0.0,34.9616554283,113.312780494,527.482400459,504.416696115,5.66466996096,17.4010343829
 10/16  01:00:00,808.260761751,102.203354281,435.858578553,0.0,46.0930336215,113.312780494,524.19208497,509.818528666,5.66466996096,8.70888634317
 10/16  02:00:00,807.036416889,102.203354281,434.925515631,0.0,46.0930336215,113.312780494,539.038070809,515.974675311,5.66466996096,17.398725537
 10/16  03:00:00,805.381712219,102.203354281,433.628314977,0.0,46.0930336215,113.312780494,537.450884987,523.076441021,5.66466996096,8.70977400546
 10/16  04:00:00,893.964326765,102.203354281,432.263778145,0.0,100.150657288,148.969399434,527.159050868,504.093920914,5.66466996096,17.4004599928
 10/16  05:00:00,894.204381263,102.203354281,431.073170311,0.0,100.150657288,149.894399434,874.416463233,842.854990767,14.1616749024,17.3997975638
 10/16  06:00:00,1122.49474045,102.4960257,430.368787985,0.0,176.471037341,302.612436532,617.06668793,580.03301347,28.3233498048,8.71032465497
 10/16  07:00:00,1231.60883685,102.8974256,428.147091676,0.0,243.2593065,310.10971186,593.009061357,524.198052774,42.4850247072,26.3259838755
 10/16  08:00:00,1270.07698843,103.477403791,427.238981295,0.0,243.2593065,310.10971186,545.568610239,462.469953087,56.6466996096,26.4519575429
 10/16  09:00:00,1292.23150007,103.821369039,413.129962863,0.0,243.2593065,302.612436532,516.318396893,438.446802686,42.4850247072,35.3865694999
 10/16  10:00:00,1285.35335511,104.422985674,396.745652166,0.0,243.2593065,310.10971186,518.471590503,412.082360916,70.808374512,35.580855075
 10/16  11:00:00,1281.31474843,105.52140478,389.724598725,0.0,243.2593065,310.10971186,490.443367197,383.9775063,70.808374512,35.6574863855
 10/16  12:00:00,1237.1476133,106.58576533,386.042790635,0.0,243.2593065,310.10971186,476.025386523,369.736518613,70.808374512,35.4804933976
 10/16  13:00:00,1277.92506783,107.30475127,393.242061052,0.0,243.2593065,302.612436532,461.326556293,360.098650886,56.6466996096,44.5812057972
 10/16  14:00:00,1281.94420173,107.49270032,397.29444188,0.0,243.2593065,302.612436532,454.11740071,376.052714208,42.4850247072,35.5796617946
 10/16  15:00:00,1281.52586932,108.404653085,395.980881281,0.0,243.2593065,302.612436532,474.17124729,382.006497693,56.6466996096,35.5180499868
 10/16  16:00:00,1286.33046532,109.23133175,393.265527723,0.0,243.2593065,310.10971186,498.337874317,386.856816607,84.9700494144,26.5110082955
 10/16  17:00:00,1291.48704565,109.904576238,398.21660299,0.0,243.2593065,310.10971186,507.314216803,396.097827924,84.9700494144,26.2463394646
 10/16  18:00:00,1055.21126557,102.203354281,425.141981661,0.0,166.938926447,199.110933808,488.471555565,394.766795091,84.9700494144,8.73471105926
 10/16  19:00:00,1061.66701538,102.203354281,435.178043357,0.0,166.938926447,191.61365848,484.590699552,410.495954385,56.6466996096,17.4480455566
 10/16  20:00:00,929.730861748,102.203354281,437.674917778,0.0,100.150657288,124.558693486,530.956874901,456.86359544,56.6466996096,17.4465798514
 10/16  21:00:00,890.622422636,102.203354281,438.358662408,0.0,100.150657288,124.558693486,527.78327654,467.893476554,42.4850247072,17.4047752794
 10/16  22:00:00,822.759591865,102.203354281,438.57092242,0.0,46.0930336215,124.558693486,525.646024574,488.61380874,28.3233498048,8.70886602906
 10/16  23:00:00,821.342798591,102.203354281,437.196591904,0.0,46.0930336215,124.558693486,530.527814809,498.967546418,14.1616749024,17.3985934885
 10/16  24:00:00,804.001489854,102.203354281,433.203114056,0.0,46.0930336215,113.312780494,521.095639064,506.721267686,5.66466996096,8.70970141727
 10/17  01:00:00,799.771696897,102.203354281,429.479394848,0.0,46.0930336215,113.312780494,535.318587181,512.253498054,5.66466996096,17.4004191661
 10/17  02:00:00,796.707903301,102.203354281,426.475345834,0.0,46.0930336215,113.312780494,541.067380981,518.002864102,5.66466996096,17.3998469175
 10/17  03:00:00,797.940515978,102.203354281,423.312717829,0.0,46.0930336215,113.312780494,537.856856424,523.481822085,5.66466996096,8.71036437784
 10/17  04:00:00,890.993444513,102.203354281,419.665619171,0.0,100.150657288,148.969399434,529.362412977,506.29885468,5.66466996096,17.3988883351
 10/17  05:00:00,893.890961262,102.402565623,416.339274901,0.0,100.150657288,149.894399434,764.627734464,741.757487967,14.1616749024,8.70857159532
 10/17  06:00:00,1120.86913712,103.458782488,414.675630579,0.0,176.471037341,302.612436532,596.689636987,550.964521975,28.3233498048,17.4017652063
 10/17  07:00:00,1239.08731022,105.09771885,413.379578516,0.0,243.2593065,310.10971186,565.528387101,505.489308459,42.4850247072,17.5540539343
 10/17  08:00:00,1270.69533239,106.492798712,417.111300234,0.0,243.2593065,310.10971186,549.017181506,457.105279446,56.6466996096,35.2652024503
 10/17  09:00:00,1290.52856705,107.476222572,407.701443906,0.0,243.2593065,302.612436532,493.243911603,424.20556753,42.4850247072,26.5533193654
 10/17  10:00:00,1274.24252625,108.381027041,380.587004318,0.0,243.2593065,310.10971186,510.386599392,396.243460095,70.808374512,43.3347647844
 10/17  11:00:00,1274.77880752,110.028242018,377.98458597,0.0,243.2593065,310.10971186,463.227986215,355.599326429,70.808374512,36.8202852742
 10/17  12:00:00,1238.52174821,111.425786617,382.375866581,0.0,243.2593065,310.10971186,453.535570078,347.254652854,70.808374512,35.4725427121
 10/17  13:00:00,1270.33255204,112.852765793,378.890521576,0.0,243.2593065,302.612436532,423.564976349,331.258898702,56.6466996096,35.6593780378
 10/17  14:00:00,1270.74360541,114.106414001,377.741558927,0.0,243.2593065,302.612436532,393.188174418,308.39536391,42.4850247072,42.3077858008
 10/17  15:00:00,1264.45406358,115.562868534,369.387824146,0.0,243.2593065,302.612436532,381.82225038,287.474889788,56.6466996096,37.7006609815
 10/17  16:00:00,1283.83383012,116.802932773,381.94786352,0.0,243.2593065,310.10971186,402.015632623,290.528591763,84.9700494144,26.5169914457
 10/17  17:00:00,1305.94343938,116.627143929,406.103034173,0.0,243.2593065,310.10971186,417.317065368,314.844616325,84.9700494144,17.5023996284
 10/17  18:00:00,1064.94755181,102.203354281,435.143317802,0.0,166.938926447,199.110933808,463.448647931,361.030805553,84.9700494144,17.4477929631
 10/17  19:00:00,1068.5824353,102.203354281,443.294316003,0.0,166.938926447,191.61365848,467.433868331,393.342734092,56.6466996096,17.4444346298
 10/17  20:00:00,929.926162482,102.203354281,439.129487722,0.0,100.150657288,124.558693486,519.330508168,445.236705378,56.6466996096,17.4471031802
 10/17  21:00:00,886.601033436,102.203354281,435.599517011,0.0,100.150657288,124.558693486,517.094633887,457.205712327,42.4850247072,17.4038968537
 10/17  22:00:00,817.0086527,102.203354281,433.250896117,0.0,46.0930336215,124.558693486,513.520883829,476.487802116,28.3233498048,8.70973190789
 10/17  23:00:00,815.675404139,102.203354281,431.624414344,0.0,46.0930336215,124.558693486,516.682974237,485.120894163,14.1616749024,17.4004051719
 10/17  24:00:00,800.010851481,102.203354281,429.213974177,0.0,46.0930336215,113.312780494,507.551405431,493.176080458,5.66466996096,8.71065501201
 10/18  01:00:00,797.88556422,102.203354281,427.586343387,0.0,46.0930336215,113.312780494,522.817640408,499.753411263,5.66466996096,17.3995591839
 10/18  02:00:00,796.656066469,102.203354281,426.668764104,0.0,46.0930336215,113.312780494,520.180137162,505.806547847,5.66466996096,8.70891935369
 10/18  03:00:00,795.478651038,102.203354281,425.616131089,0.0,46.0930336215,113.312780494,535.38408849,512.320674706,5.66466996096,17.3987438233
 10/18  04:00:00,884.480421376,102.203354281,424.387108657,0.0,100.150657288,148.969399434,511.897120851,497.522666301,5.66466996096,8.7097845887
 10/18  05:00:00,885.046879527,102.6861853,423.286317437,0.0,100.150657288,149.894399434,723.351704644,691.789237289,14.1616749024,17.4007924522
 10/18  06:00:00,1114.5911932,104.21751379,422.36633148,0.0,176.471037341,302.612436532,575.852490314,530.129205028,28.3233498048,17.3999354816
 10/18  07:00:00,1230.3096087,107.463863113,422.340276287,0.0,243.2593065,310.10971186,535.935245785,475.89468936,42.4850247072,17.5555317172
 10/18  08:00:00,1285.17818247,109.201077142,421.944827834,0.0,243.2593065,310.10971186,494.035433542,410.937455038,56.6466996096,26.4512788944
 10/18  09:00:00,1279.64136317,110.472143718,383.931950843,0.0,243.2593065,302.612436532,438.6351881,360.749302831,42.4850247072,35.4008605615
 10/18  10:00:00,1251.08753997,111.947523772,351.848910273,0.0,243.2593065,310.10971186,428.865232248,322.459650413,70.808374512,35.5972073237
 10/18  11:00:00,1249.36248421,113.210077016,346.87675196,0.0,243.2593065,310.10971186,413.681237495,298.294741354,70.808374512,44.5781216288
 10/18  12:00:00,1195.04962063,112.956247894,335.335225575,0.0,243.2593065,310.10971186,397.177128039,290.902233589,70.808374512,35.4665199375
 10/18  13:00:00,1223.33288055,113.462834774,329.922359173,0.0,243.2593065,302.612436532,373.720104988,281.420920664,56.6466996096,35.6524847142
 10/18  14:00:00,1222.98334678,113.895004774,329.185581314,0.0,243.2593065,302.612436532,370.701400741,292.618700087,42.4850247072,35.5976759466
 10/18  15:00:00,1224.48937743,114.413720431,330.451236538,0.0,243.2593065,302.612436532,400.925138359,308.742849563,56.6466996096,35.5355891867
 10/18  16:00:00,1268.21446646,114.817991383,365.991754035,0.0,243.2593065,310.10971186,473.159574989,352.843086475,84.9700494144,35.3464390993
 10/18  17:00:00,1279.44757286,115.205880964,377.28269301,0.0,243.2593065,310.10971186,457.098311646,354.620530712,84.9700494144,17.5077315197
 10/18  18:00:00,1039.99626489,102.203354281,406.823999414,0.0,166.938926447,199.110933808,476.453604004,374.033831522,84.9700494144,17.4497230677
 10/18  19:00:00,1051.41093476,102.203354281,422.535142494,0.0,166.938926447,191.61365848,469.414492743,395.319627748,56.6466996096,17.4481653852
 10/18  20:00:00,938.494734811,102.203354281,445.704725464,0.0,100.150657288,124.558693486,522.406089783,448.312765774,56.6466996096,17.4466243992
 10/18  21:00:00,897.651128532,102.203354281,444.943541692,0.0,100.150657288,124.558693486,511.238663095,460.042953059,42.4850247072,8.71068532885
 10/18  22:00:00,829.926003491,102.203354281,444.603774157,0.0,46.0930336215,124.558693486,523.441670396,477.717310867,28.3233498048,17.4010097244
 10/18  23:00:00,828.588465662,102.203354281,443.177608181,0.0,46.0930336215,124.558693486,510.583318536,487.712081479,14.1616749024,8.70956215516
 10/18  24:00:00,812.2335924,102.203354281,439.948190301,0.0,46.0930336215,113.312780494,518.623566267,495.558696583,5.66466996096,17.4001997228
 10/19  01:00:00,809.6800307,102.203354281,437.741681711,0.0,46.0930336215,113.312780494,524.10369796,501.03940736,5.66466996096,17.3996206397
 10/19  02:00:00,808.026746122,102.203354281,436.344737504,0.0,46.0930336215,113.312780494,520.861392046,506.486441675,5.66466996096,8.71028040992
 10/19  03:00:00,805.903091296,102.203354281,434.57019177,0.0,46.0930336215,113.312780494,535.094797368,512.031326053,5.66466996096,17.3988013537
 10/19  04:00:00,893.69039443,102.203354281,432.391374816,0.0,100.150657288,148.969399434,510.2746475,495.898719417,5.66466996096,8.71125812177
 10/19  05:00:00,893.725546359,102.778315466,430.535648547,0.0,100.150657288,149.894399434,711.76890253,680.20475482,14.1616749024,17.4024728074
 10/19  06:00:00,1127.19063319,104.895136309,432.132532173,0.0,176.471037341,302.612436532,557.753795671,520.721034856,28.3233498048,8.70941101029
 10/19  07:00:00,1247.32001264,108.135150022,436.664611901,0.0,243.2593065,310.10971186,541.445379567,472.632548736,42.4850247072,26.327806124
 10/19  08:00:00,1287.56474386,109.694944054,437.279871544,0.0,243.2593065,310.10971186,503.491959447,420.391742713,56.6466996096,26.4535171242
 10/19  09:00:00,1305.84636669,110.78074953,420.040975395,0.0,243.2593065,302.612436532,457.889539289,380.008531486,42.4850247072,35.3959830958
 10/19  10:00:00,1300.01346803,111.885071013,401.51143078,0.0,243.2593065,310.10971186,456.76009153,350.359247525,70.808374512,35.592469493
 10/19  11:00:00,1296.14428328,113.140615521,395.791999232,0.0,243.2593065,310.10971186,453.14410269,337.750750657,70.808374512,44.5849775208
 10/19  12:00:00,1252.64296288,114.217263502,395.225711525,0.0,243.2593065,310.10971186,434.508692162,337.080764302,70.808374512,26.6195533487
 10/19  13:00:00,1288.55616613,115.379048418,396.654729771,0.0,243.2593065,302.612436532,426.289850579,325.073315087,56.6466996096,44.5698358824
 10/19  14:00:00,1289.5733437,116.173981814,396.908466593,0.0,243.2593065,302.612436532,390.396117815,312.318384427,42.4850247072,35.5927086815
 10/19  15:00:00,1295.96700531,116.283414492,403.736901315,0.0,243.2593065,302.612436532,412.200167598,320.022231339,56.6466996096,35.5312366486
 10/19  16:00:00,1315.92847734,117.342892086,416.786782716,0.0,243.2593065,310.10971186,441.021391946,320.708142912,84.9700494144,35.3431996191
 10/19  17:00:00,1328.86696807,116.7762883,431.125060483,0.0,243.2593065,310.10971186,448.299914626,345.824543405,84.9700494144,17.5053218067
 10/19  18:00:00,1062.20911552,102.203354281,434.183831297,0.0,166.938926447,199.110933808,484.825671843,382.407734348,84.9700494144,17.4478880808
 10/19  19:00:00,1057.44099801,102.203354281,432.748685235,0.0,166.938926447,191.61365848,478.442549613,404.349743141,56.6466996096,17.4461068615
 10/19  20:00:00,923.154450667,102.203354281,432.341822844,0.0,100.150657288,124.558693486,524.254563791,450.16323076,56.6466996096,17.4446334217
 10/19  21:00:00,883.568634357,102.203354281,432.224784265,0.0,100.150657288,124.558693486,511.768041751,460.570040068,42.4850247072,8.712976975
 10/19  22:00:00,816.733914653,102.203354281,432.979973634,0.0,46.0930336215,124.558693486,526.330216452,480.60793938,28.3233498048,17.398927267
 10/19  23:00:00,816.712490582,102.203354281,432.853409603,0.0,46.0930336215,124.558693486,514.547965294,491.674963913,14.1616749024,8.71132647864
 10/19  24:00:00,799.462349497,102.203354281,428.745615645,0.0,46.0930336215,113.312780494,524.831551145,501.764618544,5.66466996096,17.4022626394
 10/20  01:00:00,797.09833222,102.203354281,424.368242952,0.0,46.0930336215,113.312780494,524.110777177,509.736584692,5.66466996096,8.70952252425
 10/20  02:00:00,797.113600472,102.203354281,420.689198192,0.0,46.0930336215,113.312780494,539.622893883,516.558117417,5.66466996096,17.4001065057
 10/20  03:00:00,798.112959885,102.203354281,416.527105243,0.0,46.0930336215,113.312780494,545.753015107,522.688769001,5.66466996096,17.3995761451
 10/20  04:00:00,891.191595395,102.203354281,411.95544254,0.0,100.150657288,148.969399434,522.37329573,507.998392158,5.66466996096,8.71023361077
 10/20  05:00:00,895.206586639,102.817524064,407.572111674,0.0,100.150657288,149.894399434,726.690463428,695.128623298,14.1616749024,17.400165227
 10/20  06:00:00,1123.18999299,105.008257532,404.951760737,0.0,176.471037341,302.612436532,572.773730605,535.739151176,28.3233498048,8.71122962487
 10/20  07:00:00,1236.05962338,108.352462776,403.989484139,0.0,243.2593065,310.10971186,556.431262535,487.621068547,42.4850247072,26.3251692814
 10/20  08:00:00,1271.70567213,110.02962958,406.971585662,0.0,243.2593065,310.10971186,512.11764162,429.014201896,56.6466996096,26.456740114
 10/20  09:00:00,1303.34862759,111.166166384,414.45831366,0.0,243.2593065,302.612436532,459.459987906,381.581610114,42.4850247072,35.3933530844
 10/20  10:00:00,1308.17428677,112.189903941,406.16897105,0.0,243.2593065,310.10971186,458.100292157,351.702364718,70.808374512,35.5895529272
 10/20  11:00:00,1317.01508085,113.334358412,393.057350386,0.0,243.2593065,310.10971186,446.045043679,339.569014023,70.808374512,35.6676551434
 10/20  12:00:00,1265.85664878,114.766524574,379.10253235,0.0,243.2593065,310.10971186,440.464169299,334.166129519,70.808374512,35.4896652675
 10/20  13:00:00,1276.35258774,116.181919963,378.425966245,0.0,243.2593065,302.612436532,423.436423372,322.212121976,56.6466996096,44.5776017865
 10/20  14:00:00,1278.43629218,117.17818235,383.924271464,0.0,243.2593065,302.612436532,382.685398034,304.610128256,42.4850247072,35.590245071
 10/20  15:00:00,1280.68916157,118.959035183,384.386028017,0.0,243.2593065,302.612436532,381.794804126,289.619036258,56.6466996096,35.5290682585
 10/20  16:00:00,1294.15981516,120.184008644,390.436401516,0.0,243.2593065,310.10971186,401.429807347,289.932383785,84.9700494144,26.5273741477
 10/20  17:00:00,1319.36718502,119.663544459,408.982787957,0.0,243.2593065,310.10971186,424.387393252,313.180060796,84.9700494144,26.2372830422
 10/20  18:00:00,1071.21115912,102.203354281,432.09594403,0.0,166.938926447,199.110933808,464.980504874,362.561959187,84.9700494144,17.4484962723
 10/20  19:00:00,1063.16210925,102.203354281,429.724526517,0.0,166.938926447,191.61365848,462.897890377,388.806044625,56.6466996096,17.4451461422
 10/20  20:00:00,934.99004764,102.203354281,430.356045413,0.0,100.150657288,124.558693486,501.672703725,436.294304272,56.6466996096,8.73169984362
 10/20  21:00:00,895.653534257,102.203354281,427.440475586,0.0,100.150657288,124.558693486,509.741661255,449.850253242,42.4850247072,17.4063833054
 10/20  22:00:00,838.541249159,102.203354281,422.90553962,0.0,46.0930336215,124.558693486,520.388013422,474.663939867,28.3233498048,17.4007237505
 10/20  23:00:00,846.616798153,102.203354281,416.349588831,0.0,46.0930336215,124.558693486,509.592427683,486.719915565,14.1616749024,8.71083721577
 10/20  24:00:00,837.681898503,102.203354281,410.111574989,0.0,46.0930336215,113.312780494,518.697944448,495.631893122,5.66466996096,17.401381365
 10/21  01:00:00,839.332084966,102.203354281,405.222992248,0.0,46.0930336215,113.312780494,516.516705441,502.142904931,5.66466996096,8.7091305495
 10/21  02:00:00,841.976666605,102.203354281,401.504424094,0.0,46.0930336215,113.312780494,531.623676618,508.560339963,5.66466996096,17.3986666942
 10/21  03:00:00,845.434392834,102.203354281,397.712946921,0.0,46.0930336215,113.312780494,529.368531631,514.993770819,5.66466996096,8.71009085089
 10/21  04:00:00,856.545402982,102.203354281,393.688080046,0.0,55.6251445156,113.312780494,532.622421021,509.556532336,5.66466996096,17.401218724
 10/21  05:00:00,859.192520074,102.203354281,390.12706359,0.0,55.6251445156,113.312780494,544.124964401,512.562603171,14.1616749024,17.4006863278
 10/21  06:00:00,928.804201513,102.203354281,387.395225582,0.0,65.1572554096,176.889270242,492.050693214,455.016521836,28.3233498048,8.71082157295
 10/21  07:00:00,1031.59649035,102.588399041,385.23935381,0.0,109.682768182,220.96816451,699.111563749,639.224519723,42.4850247072,17.4020193182
 10/21  08:00:00,1017.42328974,102.670902918,393.116245472,0.0,109.682768182,220.96816451,587.672758681,513.539260454,56.6466996096,17.4867986176
 10/21  09:00:00,1128.91737994,104.011949908,381.829962589,0.0,131.945524568,266.955817592,508.908242286,440.086622673,42.4850247072,26.3365949056
 10/21  10:00:00,1147.86745151,104.563692889,358.856690697,0.0,131.945524568,274.45309292,495.891665114,398.630627494,70.808374512,26.4526631082
 10/21  11:00:00,1140.19069807,105.008938097,339.730314529,0.0,131.945524568,274.45309292,470.049227023,372.789638826,70.808374512,26.451213685
 10/21  12:00:00,1086.17097234,105.291624951,341.885189789,0.0,131.945524568,274.45309292,461.424924727,364.172791538,70.808374512,26.4437586767
