days_ap_kor_amt,days_unit_ap_qty,days_unit_price,incremental_number,org_display,ap_date
566630,46,179760,604,Iksan VIP,2014-10-20T00:00:00.0000000
570000,1,570000,10311,Gwangyang,2011-06-10T00:00:00.0000000
576000,52,172800,9109,Iksan VIP,2015-02-25T00:00:00.0000000
580000,1,580000,2490,Gwangyang,2018-04-12T00:00:00.0000000
580000,1,580000,9200,Gwangyang,2018-05-23T00:00:00.0000000
580000,1,580000,9627,Iksan VIP,2014-05-19T00:00:00.0000000
580000,70,35000,2689,Iksan VIP,2015-01-05T00:00:00.0000000
583000,2,583000,12781,Iksan VIP,2015-02-09T00:00:00.0000000
586552,467,1256,2460,Gunsan Chemical,2015-07-21T00:00:00.0000000
590000,2,295000,4067,Iksan VIP,2012-02-22T00:00:00.0000000
597000,1,597000,12148,Gwangyang,2018-09-05T00:00:00.0000000
598000,1,598000,13603,Gwangyang,2020-02-03T00:00:00.0000000
598700,146,220300,13322,Iksan VIP,2014-07-30T00:00:00.0000000
599500,63,123900,6769,Iksan VIP,2013-04-18T00:00:00.0000000
600000,1,600000,714,Gwangyang,2014-12-04T00:00:00.0000000
600000,1,600000,998,Pohang,2017-03-09T00:00:00.0000000
600000,1,600000,1904,Gwangyang,2010-01-12T00:00:00.0000000
600000,1,600000,2954,Gwangyang,2014-03-18T00:00:00.0000000
600000,1,600000,6703,Gwangyang,2018-01-15T00:00:00.0000000
600000,1,600000,7244,Iksan,2013-12-19T00:00:00.0000000
600000,1,600000,10434,Iksan,2011-06-08T00:00:00.0000000
600000,1,600000,12629,Iksan,2013-04-09T00:00:00.0000000
600000,1,600000,13067,Gwangyang,2011-04-28T00:00:00.0000000
600000,1,600000,13214,Iksan VIP,2014-08-06T00:00:00.0000000
600000,2,300000,7383,Iksan,2015-02-26T00:00:00.0000000
600000,10,60000,6699,Iksan,2019-08-20T00:00:00.0000000
600000,20,30000,14352,Iksan,2012-05-15T00:00:00.0000000
600000,102,40300,9918,Iksan VIP,2017-02-27T00:00:00.0000000
610000,100,6100,7894,Gunsan Chemical,2020-05-26T00:00:00.0000000
613500,1,613500,12417,Gwangyang,2010-09-13T00:00:00.0000000
614000,2,614000,3622,Gunsan Chemical,2011-07-08T00:00:00.0000000
614400,1,614400,434,Iksan,2018-02-08T00:00:00.0000000
616500,86,87750,3041,Iksan VIP,2011-11-23T00:00:00.0000000
620000,1,620000,5425,Gwangyang,2017-06-27T00:00:00.0000000
624000,1,624000,1556,Gwangyang,2010-05-08T00:00:00.0000000
627100,3,627100,8002,Pohang,2019-10-01T00:00:00.0000000
628000,4,157000,6217,Iksan,2020-02-05T00:00:00.0000000
630300,130,24340,5708,Iksan,2018-11-15T00:00:00.0000000
632600,61,52600,91,Iksan VIP,2014-11-04T00:00:00.0000000
634500,9,137500,7727,Iksan,2017-11-22T00:00:00.0000000
635000,10005,15056,4211,Jungbu Incheon,2016-02-23T00:00:00.0000000
640000,1,640000,11171,Iksan,2014-03-03T00:00:00.0000000
641050,4504,49098,3380,Iksan VIP,2016-12-29T00:00:00.0000000
641475,2,500,8779,Iksan VIP,2019-03-14T00:00:00.0000000
642289,1,419,7870,Gunsan Chemical,2010-08-10T00:00:00.0000000
650000,1,650000,6487,Gwangyang,2012-05-22T00:00:00.0000000
650000,1,650000,12262,Gwangyang,2013-01-22T00:00:00.0000000
650000,10600,535,1305,Iksan,2013-05-10T00:00:00.0000000
652000,4,163000,27,Iksan VIP,2012-06-14T00:00:00.0000000
654000,156,8500,387,Iksan VIP,2015-11-24T00:00:00.0000000
654840,160,3,3733,Iksan,2013-03-05T00:00:00.0000000
655170,164,118760,10699,Iksan VIP,2014-01-24T00:00:00.0000000
660000,36,44000,5999,Gwangyang,2016-09-12T00:00:00.0000000
668800,5,668800,14320,Iksan,2010-08-13T00:00:00.0000000
669112,56,253884,14181,Iksan VIP,2013-03-28T00:00:00.0000000
670000,1,670000,1258,Gwangyang,2017-06-12T00:00:00.0000000
670000,1,670000,13172,Gwangyang,2012-02-11T00:00:00.0000000
674000,260,7500,12287,Iksan,2019-06-07T00:00:00.0000000
674100,448,12700,9098,Iksan VIP,2014-11-29T00:00:00.0000000
676000,1,676000,3471,Iksan,2011-06-15T00:00:00.0000000
678000,2,678000,17,Iksan VIP,2016-03-16T00:00:00.0000000
679000,3,679000,8711,Gwangyang,2010-02-22T00:00:00.0000000
679740,160,3,14131,Iksan,2013-07-03T00:00:00.0000000
680000,1,680000,4028,Gwangyang,2014-07-16T00:00:00.0000000
680000,1,680000,5182,Gwangyang,2017-07-04T00:00:00.0000000
680000,1,680000,6918,Gwangyang,2016-07-16T00:00:00.0000000
680000,17,230000,5294,Iksan,2013-10-16T00:00:00.0000000
683082,400,168,9018,Gunsan Chemical,2018-09-21T00:00:00.0000000
685000,100,6850,10588,Iksan,2017-12-20T00:00:00.0000000
690000,1,690000,7409,Gwangyang,2014-07-18T00:00:00.0000000
690000,1,690000,10412,Gwangyang,2016-03-21T00:00:00.0000000
695750,2,695750,3105,Iksan VIP,2016-02-25T00:00:00.0000000
696646,8,232,7239,Gunsan RE,2012-07-02T00:00:00.0000000
700000,1,700000,3154,Gwangyang,2012-12-04T00:00:00.0000000
700000,1,700000,8848,Pohang,2012-02-09T00:00:00.0000000
700000,1,700000,10970,Gwangyang,2016-08-08T00:00:00.0000000
700000,1,700000,11326,Gwangyang,2015-06-17T00:00:00.0000000
700000,1,700000,12636,Gwangyang,2019-08-21T00:00:00.0000000
703900,2932,15230,3274,Iksan,2017-11-01T00:00:00.0000000
705000,100,7050,11364,Gunsan Chemical,2018-07-25T00:00:00.0000000
708400,10,447600,13932,Iksan,2017-07-10T00:00:00.0000000
708960,160,3,9377,Iksan,2012-06-01T00:00:00.0000000
710000,1,710000,12656,Pohang,2012-09-11T00:00:00.0000000
715400,552,85990,971,Iksan VIP,2014-08-05T00:00:00.0000000
720000,1,720000,7633,Pohang,2012-03-23T00:00:00.0000000
720000,2,360000,11040,Iksan VIP,2012-05-02T00:00:00.0000000
720000,2,720000,7981,Gwangyang,2010-01-26T00:00:00.0000000
720000,200,3600,10297,Iksan,2011-03-10T00:00:00.0000000
721700,3684,112150,686,Iksan,2010-01-20T00:00:00.0000000
735000,2,735000,10876,Gwangyang,2013-03-06T00:00:00.0000000
740000,200,3700,788,Iksan,2014-08-20T00:00:00.0000000
740000,200,3700,3198,Iksan,2012-10-09T00:00:00.0000000
740000,200,3700,9404,Iksan,2017-06-16T00:00:00.0000000
742900,1,742900,195,Gwangyang,2014-08-08T00:00:00.0000000
744000,2,372000,14406,Iksan,2015-04-21T00:00:00.0000000
750000,1,750000,890,Gwangyang,2018-03-08T00:00:00.0000000
750000,1,750000,11724,Iksan,2014-08-15T00:00:00.0000000
750000,3,250000,6140,Iksan VIP,2014-04-15T00:00:00.0000000
757860,129,118080,7233,Iksan VIP,2011-11-16T00:00:00.0000000
760000,20,38000,5273,Iksan,2018-05-23T00:00:00.0000000
762000,1,762000,6305,Iksan VIP,2015-11-19T00:00:00.0000000
762500,1,762500,9246,Gwangyang,2010-02-19T00:00:00.0000000
765000,13,599000,8491,Iksan VIP,2016-09-05T00:00:00.0000000
770000,7,110000,5862,Gunsan Chemical,2010-11-19T00:00:00.0000000
770000,7,110000,9492,Gunsan Chemical,2010-08-11T00:00:00.0000000
775000,2,775000,10740,Gwangyang,2015-08-21T00:00:00.0000000
780000,1,780000,652,Pohang,2011-03-10T00:00:00.0000000
780000,1,780000,7600,Pohang,2010-01-20T00:00:00.0000000
780000,1,780000,9162,Gwangyang,2013-11-15T00:00:00.0000000
780000,1,780000,13031,Gwangyang,2010-10-06T00:00:00.0000000
780700,11600,5214,6114,Gwangyang,2018-07-27T00:00:00.0000000
788000,28,90000,448,Pohang,2013-02-19T00:00:00.0000000
790700,1,790700,7684,Iksan VIP,2014-04-25T00:00:00.0000000
800000,1,800000,379,Gwangyang,2018-07-18T00:00:00.0000000
800000,1,800000,1036,Gwangyang,2010-08-23T00:00:00.0000000
800000,1,800000,6770,Gwangyang,2010-03-18T00:00:00.0000000
800000,1,800000,9606,Gwangyang,2014-03-13T00:00:00.0000000
800000,2,400000,2236,Iksan VIP,2012-10-19T00:00:00.0000000
800000,2,800000,6415,Gwangyang,2011-03-10T00:00:00.0000000
800000,2,800000,8597,Gwangyang,2013-05-09T00:00:00.0000000
800000,5,160000,3200,Iksan VIP,2018-05-28T00:00:00.0000000
800000,8,100000,12665,Iksan,2013-03-08T00:00:00.0000000
800000,200,4000,8178,Gwangyang,2016-01-15T00:00:00.0000000
803200,2,803200,10281,Iksan,2015-03-16T00:00:00.0000000
807800,52,192000,38,Iksan VIP,2013-06-25T00:00:00.0000000
810000,1,810000,1954,Gwangyang,2016-10-14T00:00:00.0000000
810000,1,810000,6672,Gwangyang,2010-08-11T00:00:00.0000000
810000,1,810000,8733,Gwangyang,2017-05-03T00:00:00.0000000
810000,1,810000,9692,Gwangyang,2018-12-06T00:00:00.0000000
810000,2,810000,14321,Gwangyang,2014-03-24T00:00:00.0000000
813000,3,813000,818,Gwangyang,2010-12-01T00:00:00.0000000
814000,400,2035,4949,Iksan,2012-12-12T00:00:00.0000000
814400,16,200800,14133,Iksan VIP,2016-02-11T00:00:00.0000000
818000,1,818000,3625,Pohang,2010-01-27T00:00:00.0000000
820000,1,820000,3965,Pohang,2013-05-21T00:00:00.0000000
820000,1,820000,6540,Gwangyang,2017-04-12T00:00:00.0000000
820000,1,820000,14667,Iksan,2014-02-19T00:00:00.0000000
828000,1,828000,5836,Gwangyang,2012-03-19T00:00:00.0000000
828750,195,4250,550,Gunsan Chemical,2015-07-28T00:00:00.0000000
830000,1,830000,5840,Jungbu Incheon,2020-02-03T00:00:00.0000000
836000,22,38000,6535,Iksan,2013-04-12T00:00:00.0000000
836600,6,418300,12282,Iksan VIP,2011-07-15T00:00:00.0000000
840000,1,840000,8697,Iksan,2014-02-10T00:00:00.0000000
840000,10,84000,11651,Iksan VIP,2014-10-28T00:00:00.0000000
840000,20,42000,5374,Iksan VIP,2018-05-30T00:00:00.0000000
840000,20,42000,13661,Iksan VIP,2019-01-18T00:00:00.0000000
840800,2,840800,5778,Iksan,2017-11-07T00:00:00.0000000
850000,1,850000,5669,Iksan,2012-11-27T00:00:00.0000000
850000,1,850000,8808,Gwangyang,2016-01-19T00:00:00.0000000
850000,2,850000,380,Gwangyang,2015-12-14T00:00:00.0000000
850000,2,850000,9238,Gwangyang,2017-12-05T00:00:00.0000000
855000,1,855000,9715,Gwangyang,2014-11-07T00:00:00.0000000
860000,1,860000,745,Gwangyang,2015-03-11T00:00:00.0000000
860000,26,68000,6160,Iksan,2013-11-06T00:00:00.0000000
860000,200,4300,5654,Gwangyang,2016-04-24T00:00:00.0000000
863000,2,863000,4190,Gwangyang,2019-04-12T00:00:00.0000000
870000,1,870000,1832,Gwangyang,2016-01-30T00:00:00.0000000
870000,1,870000,2466,Gwangyang,2014-02-10T00:00:00.0000000
870000,1,870000,6921,Gwangyang,2020-01-08T00:00:00.0000000
870000,1,870000,8446,Gwangyang,2014-07-07T00:00:00.0000000
870000,1,870000,8681,Gwangyang,2020-02-13T00:00:00.0000000
870000,1,870000,10769,Gwangyang,2015-02-03T00:00:00.0000000
870000,3,290000,2381,Iksan VIP,2011-03-10T00:00:00.0000000
875000,2,875000,972,Iksan,2014-01-03T00:00:00.0000000
880000,1,880000,8608,Gwangyang,2019-05-23T00:00:00.0000000
880000,1,880000,8893,Gwangyang,2011-11-05T00:00:00.0000000
880000,2,880000,12858,Gwangyang,2013-08-14T00:00:00.0000000
880000,2,880000,13384,Gwangyang,2017-10-16T00:00:00.0000000
887000,27,154700,7662,Iksan,2013-09-24T00:00:00.0000000
888000,1,888000,7031,Gwangyang,2011-02-18T00:00:00.0000000
890000,1,890000,1356,Gwangyang,2014-03-07T00:00:00.0000000
890000,2,890000,7419,Gwangyang,2013-05-15T00:00:00.0000000
890320,6,890320,12622,Gunsan Chemical,2011-06-07T00:00:00.0000000
890400,33,598200,9422,Iksan VIP,2014-11-11T00:00:00.0000000
891000,1,891000,6973,Gwangyang,2015-01-14T00:00:00.0000000
892700,48,548070,3604,Iksan VIP,2012-07-27T00:00:00.0000000
896050,118,162370,13561,Iksan VIP,2014-08-22T00:00:00.0000000
896477,28,21,519,Gunsan Chemical,2010-09-02T00:00:00.0000000
897800,118,119500,6638,Iksan VIP,2014-05-23T00:00:00.0000000
900000,1,900000,1487,Iksan,2016-02-12T00:00:00.0000000
900000,1,900000,2519,Iksan VIP,2020-04-13T00:00:00.0000000
900000,1,900000,7707,Gwangyang,2011-05-19T00:00:00.0000000
900000,1,900000,8255,Gwangyang,2018-08-22T00:00:00.0000000
900000,1,900000,9053,Gwangyang,2010-04-17T00:00:00.0000000
900000,1,900000,12179,Gwangyang,2011-11-21T00:00:00.0000000
900000,2,450000,762,Iksan VIP,2014-10-17T00:00:00.0000000
900000,2,900000,5185,Gwangyang,2013-09-03T00:00:00.0000000
900000,4,225000,2004,Iksan,2014-07-03T00:00:00.0000000
900000,18,50000,2008,Iksan,2011-09-07T00:00:00.0000000
900000,100,9000,11499,Iksan VIP,2015-12-10T00:00:00.0000000
910000,1,910000,3884,Gwangyang,2016-09-26T00:00:00.0000000
910000,1,910000,9904,Gwangyang,2019-08-05T00:00:00.0000000
910000,1,910000,12057,Gwangyang,2012-03-21T00:00:00.0000000
910000,10,91000,3488,Iksan,2019-07-08T00:00:00.0000000
910000,19,290000,11397,Iksan VIP,2020-05-27T00:00:00.0000000
910800,16560,55,272,Iksan,2015-03-09T00:00:00.0000000
913900,73,556750,13914,Iksan VIP,2014-10-16T00:00:00.0000000
919400,55,143830,9782,Iksan,2012-08-09T00:00:00.0000000
919500,56,189500,13627,Iksan VIP,2014-01-31T00:00:00.0000000
920000,1,920000,4676,Iksan,2015-04-16T00:00:00.0000000
920000,1,920000,5690,Iksan,2014-01-15T00:00:00.0000000
920000,1,920000,7577,Gwangyang,2017-05-24T00:00:00.0000000
920000,1,920000,10989,Gwangyang,2010-12-17T00:00:00.0000000
920000,3,920000,9222,Gwangyang,2017-02-23T00:00:00.0000000
924000,550,1680,5934,Iksan VIP,2013-08-05T00:00:00.0000000
930000,2,930000,14467,Gwangyang,2017-07-14T00:00:00.0000000
935000,3,935000,13663,Iksan,2012-02-20T00:00:00.0000000
935000,21,121000,1873,Iksan,2013-03-06T00:00:00.0000000
939000,132,100100,7578,Iksan,2018-07-05T00:00:00.0000000
939260,296,85193,12528,Pohang,2019-09-19T00:00:00.0000000
940000,1,940000,4537,Pohang,2017-03-21T00:00:00.0000000
940000,3,940000,9574,Gwangyang,2012-12-05T00:00:00.0000000
950000,1,950000,8506,Gwangyang,2015-08-20T00:00:00.0000000
950000,2,950000,5318,Iksan,2016-11-15T00:00:00.0000000
954780,4,954780,13979,Gunsan Chemical,2010-12-16T00:00:00.0000000
958000,6,467000,9571,Iksan VIP,2012-06-04T00:00:00.0000000
960000,40,48000,10577,Iksan VIP,2013-09-25T00:00:00.0000000
970000,1,970000,1623,Gwangyang,2018-07-17T00:00:00.0000000
973300,1406,47741,11477,Iksan VIP,2014-04-04T00:00:00.0000000
978000,1,978000,13107,Gwangyang,2018-07-25T00:00:00.0000000
985000,1,985000,307,Gwangyang,2014-03-25T00:00:00.0000000
985200,29,891600,1801,Iksan VIP,2011-11-28T00:00:00.0000000
986800,8,535400,11664,Iksan VIP,2019-11-30T00:00:00.0000000
990000,3,990000,13596,Gwangyang,2012-10-09T00:00:00.0000000
994000,8,485500,8725,Iksan,2013-09-11T00:00:00.0000000
994414,2,697,7595,Gunsan Chemical,2013-03-13T00:00:00.0000000
1000000,1,1000000,2012,Iksan,2012-10-28T00:00:00.0000000
1000000,2,500000,180,Iksan VIP,2015-09-25T00:00:00.0000000
1010000,2,1010000,10133,Gwangyang,2015-06-22T00:00:00.0000000
1015000,182,304380,12952,Iksan,2020-01-21T00:00:00.0000000
1020000,0,10200000,13586,Jungbu Incheon,2017-12-26T00:00:00.0000000
1020000,6,170000,9432,Iksan VIP,2016-04-05T00:00:00.0000000
1020000,12000,170,2632,Jungbu Incheon,2015-05-13T00:00:00.0000000
1022000,402,53300,1599,Iksan VIP,2014-11-10T00:00:00.0000000
1030000,4,390000,11646,Iksan,2017-08-24T00:00:00.0000000
1036000,1,1036000,12976,Gwangyang,2010-05-03T00:00:00.0000000
1036000,10,836000,12984,Iksan VIP,2015-02-11T00:00:00.0000000
1040000,1,1040000,5316,Gwangyang,2020-02-01T00:00:00.0000000
1040000,1,1040000,7425,Gwangyang,2014-05-26T00:00:00.0000000
1044000,1804,195865,10898,Iksan,2013-07-11T00:00:00.0000000
1045500,33,370500,7915,Iksan VIP,2012-02-14T00:00:00.0000000
1049580,10,90,5015,Gunsan Chemical,2017-01-27T00:00:00.0000000
1049880,170,33500,8773,Iksan VIP,2012-07-19T00:00:00.0000000
1050000,1,1050000,10296,Gwangyang,2018-07-10T00:00:00.0000000
1050000,1,1050000,11207,Pohang,2010-03-05T00:00:00.0000000
1051588,0,9676,1830,Jungbu Incheon,2018-01-11T00:00:00.0000000
1051800,63,734300,6448,Iksan VIP,2011-10-17T00:00:00.0000000
1054000,464,596860,7674,Iksan,2015-07-28T00:00:00.0000000
1058000,1,1058000,7886,Gwangyang,2018-01-04T00:00:00.0000000
1058000,1,1058000,10051,Gwangyang,2019-01-07T00:00:00.0000000
1060000,1,1060000,12473,Gwangyang,2012-07-11T00:00:00.0000000
1060000,2,1060000,13755,Gwangyang,2020-04-22T00:00:00.0000000
1060000,39,134000,5634,Iksan,2020-02-19T00:00:00.0000000
1063299,10,148,11155,Iksan VIP,2018-08-02T00:00:00.0000000
1066080,224,236480,1234,Iksan VIP,2012-01-27T00:00:00.0000000
1078000,25,572000,13601,Iksan VIP,2014-04-16T00:00:00.0000000
1078000,40,26950,11832,Gunsan Chemical,2018-07-11T00:00:00.0000000
1079800,10,884200,3460,Iksan,2015-08-21T00:00:00.0000000
1080000,1,1080000,11050,Gunsan Chemical,2011-12-21T00:00:00.0000000
1081000,10,108100,7154,Iksan VIP,2014-12-29T00:00:00.0000000
1088500,213,446200,4866,Iksan,2017-06-23T00:00:00.0000000
1090000,7,326000,11653,Iksan VIP,2015-08-19T00:00:00.0000000
1090650,19830,55,10863,Iksan,2015-01-07T00:00:00.0000000
1100000,1,1100000,6965,Iksan,2012-11-05T00:00:00.0000000
1100000,1,1100000,9279,Iksan,2013-04-19T00:00:00.0000000
1100000,1,1100000,10572,Pohang,2017-06-22T00:00:00.0000000
1100000,1,1100000,12139,Gwangyang,2015-11-17T00:00:00.0000000
1100000,2,550000,8386,Iksan VIP,2015-03-17T00:00:00.0000000
1100000,2,1100000,2360,Gwangyang,2013-08-02T00:00:00.0000000
1100000,20000,55,4448,Iksan,2016-10-12T00:00:00.0000000
1100000,20000,55,10395,Iksan,2018-03-14T00:00:00.0000000
1102200,20040,55,2249,Iksan,2017-04-14T00:00:00.0000000
1103000,10,230800,10114,Iksan,2012-10-25T00:00:00.0000000
1104800,2,1104800,2594,Iksan VIP,2018-11-21T00:00:00.0000000
1105000,2,1105000,7549,Gwangyang,2011-01-06T00:00:00.0000000
1105500,20100,55,7291,Iksan,2018-08-09T00:00:00.0000000
1108000,1,1108000,13676,Gwangyang,2010-06-16T00:00:00.0000000
1108250,20150,55,6010,Iksan,2018-07-20T00:00:00.0000000
1113750,20250,55,3481,Iksan,2017-11-06T00:00:00.0000000
1117600,20320,55,4890,Iksan,2018-01-11T00:00:00.0000000
1120000,2,1120000,2195,Gwangyang,2016-07-06T00:00:00.0000000
1120000,2,1120000,2821,Pohang,2020-01-08T00:00:00.0000000
1125000,1,1125000,12015,Pohang,2011-03-18T00:00:00.0000000
1125850,20470,55,9310,Iksan,2017-01-17T00:00:00.0000000
1126950,20490,55,10559,Iksan,2016-08-19T00:00:00.0000000
1136000,4,284000,2949,Iksan,2012-06-08T00:00:00.0000000
1136000,5,959000,5833,Iksan,2017-08-02T00:00:00.0000000
1140000,1,1140000,3639,Pohang,2017-02-13T00:00:00.0000000
1140000,3,1140000,11830,Gwangyang,2017-07-07T00:00:00.0000000
1140000,30,38000,7452,Iksan,2019-05-20T00:00:00.0000000
1144000,11,452000,6634,Iksan VIP,2015-09-11T00:00:00.0000000
1145100,20820,55,11871,Iksan,2016-06-17T00:00:00.0000000
1148000,1,1148000,13043,Pohang,2018-09-19T00:00:00.0000000
1150000,3,1150000,11582,Gwangyang,2016-02-23T00:00:00.0000000
1156650,21030,55,13775,Iksan,2017-06-07T00:00:00.0000000
1160000,1,1160000,71,Gwangyang,2018-11-08T00:00:00.0000000
1160000,40,29000,10158,Gunsan Chemical,2019-10-08T00:00:00.0000000
1169000,1,1169000,11885,Gwangyang,2016-02-03T00:00:00.0000000
1170000,4,585000,11210,Iksan,2020-03-09T00:00:00.0000000
1180000,1,1180000,13763,Iksan VIP,2012-04-24T00:00:00.0000000
1186000,1,1186000,4307,Gwangyang,2015-12-07T00:00:00.0000000
1193000,22,221000,3047,Jungbu Incheon,2012-07-07T00:00:00.0000000
1200000,1,1200000,409,Gwangyang,2020-04-16T00:00:00.0000000
1200000,1,1200000,2946,Gwangyang,2016-10-27T00:00:00.0000000
1200000,1,1200000,5752,Iksan,2016-08-25T00:00:00.0000000
1200000,1,1200000,12862,Gwangyang,2016-07-08T00:00:00.0000000
1200000,1,1200000,12943,Iksan,2015-11-13T00:00:00.0000000
1200000,1,1200000,14157,Gwangyang,2015-07-03T00:00:00.0000000
1200000,1,1200000,14164,Gwangyang,2020-05-22T00:00:00.0000000
1200000,1,1200000,14171,Gwangyang,2016-05-21T00:00:00.0000000
1200000,2,600000,4343,Jungbu Incheon,2019-10-14T00:00:00.0000000
1200000,2,1200000,7990,Gwangyang,2017-03-23T00:00:00.0000000
1200000,16,75000,5894,Iksan VIP,2014-11-21T00:00:00.0000000
1200000,24,50000,9749,Iksan VIP,2014-07-23T00:00:00.0000000
1207000,18,676000,218,Iksan VIP,2012-03-20T00:00:00.0000000
1215000,675,1800,9434,Iksan,2015-04-15T00:00:00.0000000
1217260,1,1217260,3983,Iksan,2018-02-01T00:00:00.0000000
1220000,2,1220000,4465,Gwangyang,2011-02-25T00:00:00.0000000
1220000,21,916000,7804,Gwangyang,2012-03-27T00:00:00.0000000
1220000,20000,940,4273,Jungbu Incheon,2013-04-20T00:00:00.0000000
1222500,150,24750,10388,Iksan VIP,2011-05-30T00:00:00.0000000
1231000,21,433000,14281,Iksan VIP,2012-12-13T00:00:00.0000000
1232000,352,3500,11124,Jungbu Incheon,2015-04-23T00:00:00.0000000
1232000,1000,2640,10980,Iksan VIP,2015-03-03T00:00:00.0000000
1234590,81,900003,10271,Iksan,2013-04-18T00:00:00.0000000
1236570,365,696733,7932,Iksan,2011-02-25T00:00:00.0000000
1245347,12746,502988,4722,Iksan,2015-01-15T00:00:00.0000000
1246000,2,1246000,8350,Gwangyang,2019-12-17T00:00:00.0000000
1250000,2,1250000,1633,Gwangyang,2020-01-21T00:00:00.0000000
1250000,100,12500,3169,Iksan VIP,2013-09-12T00:00:00.0000000
1250000,100,12500,7240,Iksan VIP,2014-06-16T00:00:00.0000000
1250000,100,12500,7776,Iksan VIP,2019-03-21T00:00:00.0000000
1250000,100,12500,9805,Iksan VIP,2015-11-20T00:00:00.0000000
1250000,1000,1250,12980,Iksan,2011-04-13T00:00:00.0000000
1260000,2,1260000,3087,Gwangyang,2018-08-09T00:00:00.0000000
1260000,3,1260000,11971,Gwangyang,2015-03-23T00:00:00.0000000
1260000,400,6300,12306,Iksan,2012-08-22T00:00:00.0000000
1260000,2000,1260,3326,Iksan VIP,2013-12-19T00:00:00.0000000
1262303,814,1061,2114,Iksan VIP,2016-06-07T00:00:00.0000000
1268000,94,76000,4164,Iksan,2019-12-24T00:00:00.0000000
1270000,1,1270000,6912,Gwangyang,2019-01-17T00:00:00.0000000
1278000,1,1278000,13147,Gwangyang,2015-06-08T00:00:00.0000000
1280000,2,1280000,9449,Gwangyang,2014-03-20T00:00:00.0000000
1280000,65,48000,12377,Iksan VIP,2014-04-21T00:00:00.0000000
1286464,28,10000,1539,Gunsan Chemical,2014-10-16T00:00:00.0000000
1288200,8,21097433,2604,Jungbu Incheon,2019-11-29T00:00:00.0000000
1290000,1,1290000,2386,Gwangyang,2017-10-17T00:00:00.0000000
1290000,6,430000,9526,Iksan,2011-02-16T00:00:00.0000000
1290000,1100,4100,6158,Iksan VIP,2011-08-02T00:00:00.0000000
1300000,1,1300000,3731,Gwangyang,2018-10-04T00:00:00.0000000
1300000,1,1300000,5067,Gwangyang,2019-12-04T00:00:00.0000000
1300000,1,1300000,7997,Gwangyang,2019-04-13T00:00:00.0000000
1300000,1,1300000,10225,Gwangyang,2017-03-17T00:00:00.0000000
1300000,1,1300000,12775,Gwangyang,2016-08-22T00:00:00.0000000
1300000,2,1300000,3894,Gwangyang,2012-11-09T00:00:00.0000000
1300000,2,1300000,6473,Gwangyang,2010-02-18T00:00:00.0000000
1305000,2,1305000,8658,Gwangyang,2011-03-09T00:00:00.0000000
1307800,20120,65,501,Iksan,2019-07-04T00:00:00.0000000
1315000,200,13150,438,Gunsan Chemical,2020-01-21T00:00:00.0000000
1315000,200,13150,7618,Gunsan Chemical,2019-09-20T00:00:00.0000000
1315000,200,13150,12737,Gunsan Chemical,2018-06-11T00:00:00.0000000
1315000,200,13150,14196,Gunsan Chemical,2019-04-18T00:00:00.0000000
1328000,25,671000,6468,Iksan,2019-01-18T00:00:00.0000000
1330000,1,1330000,5597,Pohang,2020-01-02T00:00:00.0000000
1330000,1,1330000,14336,Gwangyang,2017-06-13T00:00:00.0000000
1330000,2,1330000,11796,Pohang,2010-08-23T00:00:00.0000000
1344000,1,1344000,6886,Gwangyang,2012-04-14T00:00:00.0000000
1350000,1,1350000,6733,Gwangyang,2018-01-14T00:00:00.0000000
1350000,2,1350000,9861,Gwangyang,2012-11-08T00:00:00.0000000
1350000,3000,1350,2371,Iksan,2014-07-28T00:00:00.0000000
1360000,1,1360000,11277,Gwangyang,2015-08-06T00:00:00.0000000
